SKU,Name,Brand,CPUSPEED,Model,FullCPUDescription,RAM,DRIVE,Colour,Touch,Resolution,Screen Size (Laptop Only),Chipset/GPU Model,Series
5179,"LENOVO ThinkPad T15 Gen 1 Laptop | Intel i7 10510U 2.3GHz | 16GB RAM | 1,024GB SSD | Windows 11 Pro",LENOVO,2.304,LENOVO ThinkPad T15 Gen 1,Intel(R) Core(TM) i7-10510U CPU @ 1.80GHz,16,1024,,y,,15,,
5180,"Microsoft Surface Laptop 5 Laptop | Intel i7 1265U 2.7GHz | 32GB RAM | 1,024GB SSD | Windows 11 Pro - B Grade",Microsoft,2.7,Microsoft Surface Laptop 5,12th Gen Intel(R) Core(TM) i7-1265U,32,1024,,n,,14,,
5180157,HP BladeCenter C7000 with 16x BL460C GEN9 Blades 512 Total Cores 4TB Total RAM,,0,,,0,0,,n,,0,,
5181,LENOVO ThinkBook 14s G2 ITL Laptop | Intel i7 1165G7 2.8GHz | 16GB RAM | 512GB SSD | Windows 11 Pro,LENOVO,2.803,LENOVO ThinkBook 14s G2 ITL,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,16,512,,n,,14,,
5182,"Apple MacBook Pro 14"" 2021 A2442 | M1 Pro Chip | 16GB RAM | 512GB SSD | Foreign KB - B Grade",Apple,3.2,A2442,Apple M1 Pro chip,16,512,,n,,14,,
5183,HPE ProLiant DL360 GEN10 2x Xeon Silver 12C 192Gb RAM 2x 960Gb SSD 6x1.8Tb HDD,HPE,2.2,DL360 GEN10,"Intel Xeon Silver 4214 @2.2GHz 12 Cores/ 24 Threads, 3.2GHz Boost",192,960,,n,,0,,
5184,HPE ProLiant DL360 GEN10 2x Xeon Silver 12C 192Gb RAM 2x 1.9Tb SSD 10GbE,HPE,2.2,DL360 GEN10,"Intel Xeon Silver 4214 @2.2GHz 12 Cores/ 24 Threads, 3.2GHz Boost",192,0,,n,,0,,
5185,HP HP ZBook Firefly 14 inch G8 Mobile Workstation PC Laptop | Intel i7 1165G7 2.8GHz | 16GB RAM | 512GB SSD | Windows 11 Pro - B Grade,HP,2.803,HP HP ZBook Firefly 14 inch G8 Mobile Workstation PC,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,16,512,Silver,y,,14,,
5186,"HP ProLiant DL20 GEN10 1x Intel Xeon E5-2234, 32GB RAM, 2x 240Gb SSD 4x 1Tb",HPE,3.6,DL20,"Intel Xeon E5-2234 3.6GHz 4 Core/ 8 Thread, 4.8GHz Boost",32,240,,n,,0,,
5187,LENOVO ThinkBook 14 G2 ITL Laptop | Intel i7 1165G7 2.8GHz | 16GB RAM | 512GB SSD | Windows 11 Pro - B Grade,LENOVO,2.803,LENOVO ThinkBook 14 G2 ITL,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,16,512,,n,,14,,
5187434,WS-C3650-24TD-S Cisco 24 Port Switch & 4 x 10G IP Base 250W AC Power,,0,,,0,0,,y,,0,,
5188,"Apple MacBook Pro 13"" 2017 A1708 | Intel i5-7360U 2.3GHz | 8GB RAM | 256GB SSD - B Grade",Apple,2.3,"Apple MacBook Pro 13"" 2017",Intel i5-7360U 2.3GHz Dual Core (7th Gen),8,256,,n,,13,,MacBook Pro
5189183,IBM X3850 X6 4x Intel Xeon E7-4830V2 10 Core CPU 2x 146Gb 15K SAS HDD 1536GbRAM,IBM,2.2,X3850 X6,4x Intel Xeon E7-4830V2 10 Core,1536,146,,n,,0,,
5190,"HP DL380 Gen10 1x Intel Xeon Gold 6130 16C, 192Gb RAM, 2x 400Gb SSD 10Gbe",HPE,2.1,DL380 Gen10,"Intel Xeon Gold 6130 @ 2.1GHz 16 Cores/ 32 Threads, 3.7GHz Boost",192,400,,n,,0,,
5191,"Apple MacBook Pro 16"" 2019 A2141 | Intel i9-9980H 2.4GHz | 64GB RAM | 2TB SSD",Apple,2.4,A2141,Intel i9-9980H 2.4GHz Octa-Core (9th Gen),64,2000,,n,,16,,MacBook Pro
5191081,Cisco - SG220-26-K9-EU - Small Business Smart Plus SG220-26 - Switch - 1.000 Mbp,Cisco,0,SG220-26-K9-EU,,0,0,,n,,0,,
5192,"Apple MacBook Pro 16"" 2019 A2141 | Intel i7-9750H 2.6GHz | 32GB RAM | 1TB SSD - B Grade",Apple,2.6,A2141,Intel i7-9750H 2.6GHz Hex Core (9th Gen),32,1024,,n,,16,,MacBook Pro
5193,Lenovo ThinkBook 15 G4 IAP Laptop | Intel i5-1235U 1.3GHz | 16GB RAM | 512GB SSD | Win 11 ,LENOVO,1.3,Lenovo ThinkBook 15 G4 IAP,12th Gen Intel(R) Core(TM) i5-1235U @ 1.3GHz,16,512,Silver,y,1920 x 1080,15,,
5195,"Apple MacBook Pro 14"" 2021 A2442 | M1 Pro Chip 16GB RAM | 512GB SSD | New Battery/Keyboard",Apple,3.2,A2442,Apple M1 chip,16,512,,n,,14,,MacBook Pro
5196,"Apple MacBook Pro 14"" 2021 A2442 | M1 MAX Chip 64GB RAM | 1TB SSD | New Battery/Keyboard",Apple,3.2,A2337,Apple M1 MAX chip,64,1000,,n,,14,,MacBook Pro
5196070,Juniper SRX1500-SYS-JE-DC SRX1500 Services Gateway Junos Enhanced,,0,,,0,0,,n,,0,,
5197,"Apple MacBook Pro MAX 16"" 2021 A2485 | M1 MAX Chip 64GB RAM | 1TB SSD | New Battery/Keyboard",Apple,3.2,A2485,Apple M1 MAX chip,64,1000,,n,,16,,MacBook Pro
5198,Lenovo ThinkCentre M720q TINY PC Intel i5 8400T 6C 16GB RAM 512GbSSD 1Tb HDD WiFi BT,Lenovo,1.7,M720q,Intel i5 8400T @1.7Ghz 6 Cores/ 6 Threads 3.3GHz Boost,32,512,,n,,0,,
5199,Lenovo ThinkCentre M720q TINY PC Intel i5 9500T 6C 16GB RAM 512Gb M.2 SSD USB WiFi,Lenovo,2.2,M720q,"Intel i5 9500T 2.2GHz 6 Cores/ 6 Threads, 3.7GHz Boost",16,512,,n,,0,,
5199035,Dell Precision T3600 Xeon E5-2640 V0 32GB RAM 240GB SSD 2TB HDD Quadro B Grade,,0,,,0,0,,n,,0,,
5199036,Dell Precision T3600 Intel Xeon E5-2640 V0 HEX 32GB RAM 240GB SSD 2TB HDD Quadro,,0,,,0,0,,n,,0,,
5199058-5199059,"Dell Precision T3600 Intel Xeon E5-2665 V0 8C/16T, 32GB RAM, 240GB SSD, 2TB HDD",,0,,,0,0,,n,,0,,
5200,Lenovo ThinkCentre M70q Gen4 Tiny i5 13400T 16GB RAM 256GB M.2 W11 WiFi BT,Lenovo,1,M70q,"Intel i5 13400T 1.0GHz 6 P Cores, 4 E Cores/ 16 Threads, 4.4G",16,256,,n,,0,,
5201,Lenovo ThinkCentre M720q TINY PC Intel i5 8400T 6C 16GB RAM 256GbSSD 1Tb HDD WiFi BT,Lenovo,1.7,M720q,Intel i5 8400T @1.7Ghz 6 Cores/ 6 Threads 3.3GHz Boost,16,256,,y,,0,,
5202,HP EliteBook x360 830 G8 Notebook Laptop | Intel i5-1145G7 2.6GHz | 8GB RAM 256GB SSD | Win 11 - B Grade,HP,2.6,HP EliteBook x360 830 G8 Notebook PC,11th Gen Intel Core i5-1145G7 @ 2.60GHz,8,256,Silver,n,1920 x 1080,13,,
5203,Dell OptiPlex 3060 Micro Intel i5-8400T 6C 16GB RAM 256GB SSD 1TB HDD W11 USBWiFi,Dell,1.7,3060,Intel i5 8400T 1.7GHz 6 Cores/ 6 Threads 3.3GHz Boost,16,256,,n,,0,,
5204,"Apple MacBook Pro 15"" 2019 A1990 | Intel i9-9880H 2.3GHz | 16GB RAM | 500GB SSD - B Grade BATTERY SERVICE RECOMMENDED",Apple,2.3,A1990,Intel i9-9880H 2.3GHz Octa-Core (9th Gen),16,500,,n,,16,,
5205,"Apple MacBook Pro 16"" 2019 A2141 | Intel i9-9980H 2.4GHz | 64GB RAM | 1TB SSD - B Grade BATTERY SERVICE RECOMMENDED",Apple,2.6,A2141,Intel i9-9980H 2.4GHz Octa-Core (9th Gen),64,1000,,n,,16,,MacBook Pro
5206,Lenovo ThinkCentre M720q TINY PC Intel i5 8400T 6C 16GB RAM 256Gb SSD W11 WiFi,Dell,1.7,M720q,Intel i5 8400T @1.7Ghz 6 Cores/ 6 Threads 3.3GHz Boost,16,256,,n,,0,,
5207,Cisco Catalyst C9200L-24P-4X-E,Cisco,0,C9200L,,0,0,,n,,0,,
5208,HP ProOne 400 G6 24 Touch AIO Intel i7 10700T 16Gb 500Gb M.2 2Tb HDD W11 WiFi BT,HP,2,ProOne 400 G6,Intel i7 10700T@ 2.0GHz 8 Cores/ 16 Threads and 4.5GHz Boost ,16,500,,n,,0,,
5209,"Apple iMac 24"" 2021 Desktop A2438 | M1 3.2GHz | 16GB RAM 256GB | Four Ports",Apple,3.2,A2438,Apple M1 chip 3.2GHz ,16,256,,y,,24,,
5210,Dell Latitude 5310 2-in-1 Laptop | Intel i5-10210U 2.1GHz | 16GB RAM 256GB SSD | Win 11 - B Grade,Dell,2.1,Dell Latitude 5310 2-in-1,Intel(R) Core(TM) i5-10210U CPU @ 2.1GHz,16,256,Silver,n,1920 x 1080,13,,
5211,Lenovo ThinkStation P330 TINY PC Intel i7 8700 6C 16GB RAM 480GB SSD W11 USBWiFi,Lenovo,3.2,P330,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,16,480,,n,,0,,
5212,HP EliteBook x360 830 G8 Notebook PC Laptop | Intel i5-1145G7 2.6GHz | 8GB RAM 256GB SSD | Win 11,HP,2.6,HP EliteBook x360 830 G8 Notebook PC,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.6GHz,8,256,Silver,n,1920 x 1080,13,,
5213,HP EliteDesk 800 G4 Mini PC i5 8500T 6C 8GB RAM 256GB M.2 SSD W11 WiFi BT,HP,2.1,800 G4,"Intel i5 8500T 2.1GHz 6 Cores/ 6 Threads, 3.5GHz Boost",8,256,,n,,0,,
5214,Lenovo ThinkPad T16 Gen 1 Laptop | Intel i5-1235U 1.3GHz | 16GB RAM 512GB SSD | Win 11,Lenovo,1.3,Lenovo ThinkPad T16 Gen 1,12th Gen Intel(R) Core(TM) i5-1235U @1.3GHz,16,512,Black,n,1920 x 1200,16,,
5215,HP EliteDesk 800 G6 MINI PC Intel i5 10500T 6C 16GB RAM 256Gb SSD WiFi BT W11,HP,2.3,800 G6,Intel i5 10500T 2.3GHz 6 Cores / 12 Threads 3.8GHz Boost,16,256,,n,,0,,
5216,Dell Latitude 5440 Laptop | Intel i5 1345U 1.6GHz | 8GB RAM | 512GB SSD | Win 11 - B Grade,Dell,1.6,Dell Latitude 5440,13th Gen Intel(R) Core(TM) i5-1345U,8,512,,n,,14,,
5217,HP Prodesk 400 G5 Desktop Mini | Intel i5 9500T 6C 16GB RAM 256Gb SSD WiFi BT W11,HP,2.2,400 G5,"Intel i5 9500T 2.2GHz 6 Cores/ 6 Threads, 3.7GHz Boost",16,256,,n,,0,,
5218,Apple Mac mini 2020 A2348 | Apple M1 chip | 8GB RAM | 256GB SSD,Apple,3.2,A2348,Apple M1 chip,8,256,,y,,0,,
5219,Epson EB-W6 | WXGA | Portable Multimedia Projector | HDMI,Epson,0,W6,,0,0,,n,,0,,
5220,Epson EB-G6550WU Large Venue Projector | WUXGA | 3LCD | HDMI,Epson,0,EB-G6550WU,,0,0,,n,,0,,
5221,Epson EB-G6550WU Large Venue Projector | WUXGA | HDMI | Remote included,Epson,0,EB-G6550WU,,0,0,,n,,0,,
5222,Dell PowerEdge R640 2x Xeon Silver 4116 12C 384Gb RAM 10x 1.92Tb SSD 10GbE,Dell EMC,0,,,0,0,,n,,0,,
5223,"Apple MacBook Pro 14"" 2023 A2779 | M2 Pro Chip 16GB RAM | 512GB SSD | New Screen + Keyboard/Battery",Apple,3.5,A2779,Apple M2 Pro chip,16,512,,n,,14,,MacBook Pro
5224,"Apple iMac 24"" 2021 Desktop A2438 | M1 3.2GHz | 16GB RAM 256GB | Four Ports - B Grade",Apple,3.2,A2438,Apple M1 chip 3.2GHz ,16,256,,n,,24,,
5225,Dell Latitude 7320 2-IN-1 Laptop | Intel i7-1165G7 2.8GHz | 16GB RAM 512GB SSD | Win 11 - B Grade,Dell,2.8,Dell Latitude 7320,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,16,512,Silver,y,1920 x 1080,13,,
5226,Lenovo ThinkBook 14-IML Laptop | Intel i5-10210U 1.6GHz | 8GB RAM | 256GB SSD | Win 11,LENOVO,1.6,Lenovo ThinkBook 14-IML,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz,8,256,Silver,n,1920 x 1080,14,,
5227,HP EliteBook x360 1040 G7 Laptop | Intel i7-10710U 1.6GHz | 16GB RAM 256GB SSD | Win 11 - B Grade,HP,1.6,HP EliteBook x360 1040 G7 Notebook PC,Intel(R) Core(TM) i7-10710U CPU @ 1.60GHz,16,256,Silver,n,1920 x 1080,14,,
5228,HP EliteDesk 800 G5 Mini PC i5 9500T 6 16GB RAM 256GB SSD (No Power Supply) Wholesale,HP,2.2,800 G5,"Intel i5 9500T 2.2GHz 6 Cores/ 6 Threads, 3.7GHz Boost",16,512,,n,,0,,
5229,Lenovo ThinkBook 14s-IWL Laptop | Intel i7-8565U 2GHz | 8GB RAM | 256GB SSD | Win 11 - B Grade,Lenovo,2,Lenovo ThinkBook 14s-IWL,Intel(R) Core(TM) i7-8565U CPU @ 2GHz,8,256,Silver,n,1920 x 1080,14,,
5230,HP EliteBook x360 1040 G8 Notebook Laptop | Intel i5-1145G7 2.6GHz | 8GB RAM 256GB SSD | Win 11,HP,2.6,HP EliteBook x360 1040 G8 Notebook PC,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,8,256,Silver,n,1920 x 1080,14,,
5231,HP ZBook Fury 15.6 inch G8 Mobile Workstation Laptop | Intel i7-11800H 2.3GHz Nvidia T1200 | 16GB RAM 512GB SSD | Win 11 - B Grade,HP,2.3,HP ZBook Fury 15.6 inch G8 Mobile Workstation PC,11th Gen Intel(R) Core(TM) i7-11800H @ 2.30GHz,16,512,Silver,n,1920 x 1080,15,,
5232,Dell Vostro 5320 Laptop | Intel i5-1240P 1.7GHz | 16GB RAM 512GB SSD | Win 11 - B Grade,Dell,1.7,Dell Vostro 5320,12th Gen Intel(R) Core(TM) i5-1240P,16,512,Silver,y,1920 x 1200,13,,
5234,Microsoft Surface Pro 7+ | Intel i7-1165G7 2.8GHz | 16GB RAM 256GB SSD | Win 11 - B Grade,Microsoft,2.8,Microsoft Surface Pro 7+,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,16,256,Silver,y,2736 x 1824,12,,
5235,Lenovo ThinkBook 14-IML Laptop | Intel i5-10210U 2.1GHz | 8GB RAM 256GB SSD | Win 11 - B Grade,Lenovo,2.1,Lenovo ThinkBook 14-IML,Intel(R) Core(TM) i5-10210U CPU @ 2.1GHz,8,256,Silver,n,1920 x 1080,14,,
5236,Lenovo ThinkBook 14-IML Laptop | Intel i7-10510U 2.3GHz | 16GB RAM 512GB SSD | Win 11 - B Grade,LENOVO,2.3,Lenovo ThinkBook 14-IML,Intel(R) Core(TM) i7-10510U CPU @ 2.3GHz,16,512,Silver,n,1920 x 1080,14,,
5237,Dell Vostro 5320 Laptop | Intel i7-1260P 2.1GHz | 16GB RAM | 512GB SSD | Win 11 - B Grade,Dell,2.1,Dell Vostro 5320,12th Gen Intel(R) Core(TM) i7-1260P,16,512,Silver,n,1920 x 1200,13,,
5238,Dell Latitude 7420 2-IN-1 Laptop | Intel i5-1145G7 1.5GHz | 16GB RAM | 256GB SSD | Win 11,Dell,2.6,Dell Latitude 7420,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,16,256,Black,n,1920 x 1080,14,,
5239,"HP ZBook Studio 16"" G10 Mobile Workstation PC Laptop | Intel i7-13700H 2.4GHz | Nvidia RTX 2000 ADA | 32GB RAM 1TB SSD | Win 11",HP,2.4,"HP ZBook Studio 16"" G10 Mobile Workstation PC",13th Gen Intel(R) Core(TM) i7-13700H,32,1024,Silver,n,1920 x 1200,16,RTX 2000 ,
5240,"Apple MacBook M2 Air 13"" 2022 A2681 Laptop | M2 Chip 24GB RAM | 512GB SSD | Starlight - New Screen",Apple,3.5,A2681,Apple M2,24,512,,n,,13,,MacBook Air
5241,"Apple MacBook M2 Air 13"" 2022 A2681 Laptop | M2 Chip 8GB RAM | 256GB SSD | New Screen",Apple,3.5,A2681,Apple M2,8,256,,n,,13,,MacBook Air
5242,"Apple MacBook Pro 14"" 2023 A2918 | M3 Chip 16GB RAM | 512GB SSD | New Battery/Keyboard + Screen",Apple,3.5,A2918,Apple M3 chip,16,512,,n,,14,,MacBook Pro
5243,"Apple MacBook Pro MAX 16"" 2023 A2780 | M2 MAX Chip 64GB RAM 1TB SSD | Battery + Screen",Apple,3.5,A2780,Apple M2 MAX chip,64,1000,,n,,16,,
5244,Dell Latitude 9520 Laptop | Intel i5-1145G7 2.6GHz | 16GB RAM 256GB SSD | Win 11 - B Grade,Dell,2.6,Dell Latitude 9520,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,16,256,Silver,y,1920 x 1080,15,,
5245,"Apple MacBook Pro 13"" 2020 A2251 | Intel i7-1068NG7 2.3GHz | 16GB RAM 500GB SSD | Japanese Keyboard - B Grade",Apple,2.3,"MacBook Pro 13"" 2020 A2251","Intel i5-1068NG7 2.3GHz Quad Core, 4.1GHz Boost",16,500,,n,,13,,
5246,"Microsoft Surface Book 3 13.5"" Laptop | Intel i7-1065G7 1.3GHz | 16GB RAM 256GB SSD | Win 11 - B Grade",Microsoft,1.3,Microsoft Surface Book 3,Intel(R) Core(TM) i7-1065G7 CPU @ 1.30GHz,16,256,Silver,y,3000 x 2000,14,GTX 1650 ,
5247,Microsoft Surface Laptop 4 Laptop | Intel i5-1145G7 2.6GHz | 16GB RAM 512GB SSD |  Win 11 | Black - B Grade,Microsoft,2.6,Microsoft Surface Laptop 4,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,16,512,Black,y,2256 x 1504,14,,
5248,Dell Latitude 7420 2-IN-1 Laptop | Intel i5-1145G7 2.6GHz | 16GB RAM | 256GB SSD | Win 11 - B Grade,Dell,2.6,Dell Latitude 7420,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,16,256,Black,n,1920 x 1080,14,,
5249,"Apple MacBook Pro 13"" 2022 A2338 | M2 8 Core | 8GB RAM 256GB SSD | New Battery/Keyboard + Screen - B Grade",Apple,3.5,A2338,Apple M2,8,256,,n,,13,,MacBook Pro
5250,"Apple MacBook Pro 14"" 2023 A2918 | M3 Chip 8GB RAM | 512GB SSD | Battery/Keyboard + Screen",Apple,3.5,A2918,Apple M3 chip,8,512,,n,,14,,MacBook Pro
5251,Microsoft Surface Laptop 5 | Intel i7-1265U 2.7GHz | 32GB RAM 1TB SSD | Win 11,Microsoft,2.7,Microsoft Surface Laptop 5,12th Gen Intel(R) Core(TM) i7-1265U,32,1024,Black,y,2256 x 1504,14,,
5252,Dell Latitude 5320 Laptop | Intel i5-1145G7 2.6GHz | 16GB RAM | 512GB SSD | Win 11 - B Grade,Dell,2.6,Dell Latitude 5320,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,16,512,Silver,n,1920 x 1080,13,,
5253,HP EliteOne 800 G8 Touchscreen AIO i5 11500 6C 16GB RAM 512GB WiFi BT W11,HP,2.7,EliteOne 800 G8,Intel i5 11500 6 Cores/ 12 Threads @ 2.7GHz and 4.6GHz Boost ,16,512,,n,,0,,
5254,"Dell OptiPlex 7400 AIO i5 12500 6C, 16GB RAM, 256GB M.2, 2TB HDD, WiFi BT W11",Dell,3,OptiPlex 7400,Intel i5 12500 6 Cores/ 12 Threads @ 3.0GHz and 4.6GHz Boost CPU,16,256,,n,,0,,
5255,HP EliteBook x360 1030 G8 Laptop | Intel i5-1135G7 2.4GHz | 16GB RAM 256GB SSD | Win 11 - B Grade,HP,2.4,HP EliteBook x360 1030 G8 Notebook PC,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.4GHz,16,256,Silver,n,1920 x 1080,13,,
5256,Arista DCS-7050SX2-72Q | 48x 1/10GbE and 6x 40GbE | 2x PSU,Arista,0,DCS-7050SX2-72Q,,0,0,,y,,0,,
5257,HP EliteBook x360 1030 G7 Laptop | Intel i7-10710U 1.6GHz | 16GB RAM 512GB SSD | Win 11 - B Grade,HP,1.6,HP EliteBook x360 1030 G7 Notebook PC,Intel(R) Core(TM) i7-10710U CPU @ 1.6GHz,16,512,Silver,y,1920 x 1080,13,,
5258,"HP EliteBook 630 13.3"" G10 Laptop | Intel i5-1335U 1.3GHz | 16GB RAM 256GB SSD | Win 11 - B Grade",HP,1.3,"HP EliteBook 630 13.3"" G10 Notebook PC",13th Gen Intel(R) Core(TM) i5-1335U,16,256,Silver,y,1920 x 1080,13,,
5259,"Apple MacBook Pro 13"" 2020 A2289 | Intel i5-8257U 1.4GHz | 8GB RAM | 500GB SSD - B Grade",Apple,1.4,"Apple MacBook Pro 13"" 2020 A2289","Intel i5-8257U 1.4GHz Quad Core, up to 3.9GHz (8th Gen)",8,250,,n,,13,,
5260,"HP ProOne 400 G6 24"" Touch AIO Intel i7 10700T 16Gb 256Gb M.2 2Tb HDD W11 WiFi BT",HP,2,ProOne 400 G6,"Intel i7 10700T@ 2.0GHz 8 Cores/ 16 Threads, 4.5GHz Boost ",0,256,,n,,0,,
5261,Epson EB-675W | WXGA 3LCD | Ultra Short Throw Projector,Epson,0,EB-675W,,0,0,,n,,0,,
5262,Dell Latitude 7410 Laptop | Intel i5-10310U 1.7GHz | 16GB RAM | 256GB SSD | Win 11 ,Dell,1.7,Dell Latitude 7410,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,16,256,Black,y,1920 x 1080,14,,
5263,"Apple MacBook Pro 15"" 2018 A1990 | Intel i7-8850H 2.6GHz | 32GB RAM | 256GB SSD ",Apple,2.6,A1990 MacBook Pro,Intel i7-8850H 2.6GHz Hexa Core (8th Gen),32,500,,y,,15,,MacBook Pro
5264,"Apple MacBook Pro 13"" 2020 A2289 | Intel i5-8257U 1.4GHz | 8GB RAM | 500GB SSD ",Apple,1.4,"Apple MacBook Pro 13"" 2020 A2289","Intel i5-8257U 1.4GHz Quad Core, up to 3.9GHz (8th Gen)",8,250,,y,,13,,
5265,"Apple MacBook Pro 13"" 2020 A2159 | Intel i5-8257U 1.4GHz | 16GB RAM | 128GB SSD - B Grade",Apple,1.4,"Apple MacBook Pro 13"" 2020 A2159","Intel i5-8257U 1.4GHz Quad Core, up to 3.9GHz (8th Gen)",16,128,,n,,13,,MacBook Pro
5266,HP EliteDesk 800 G6 SFF PC Intel i5 10500 6C vPRO 16GB RAM 512Gb M.2 W11,HP,3.1,EliteDesk 800 G6,Intel i5 10500 3.1GHz 6 Cores/ 12 Threads 4.5GHz Boost,16,512,,n,,0,,
5267,HP EliteBook x360 1030 G3 Laptop | Intel i5-8350U 1.7GHz | 8GB RAM | 256GB SSD | Win 11 - B Grade,HP,1.7,HP EliteBook x360 1030 G3,Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz,8,256,Silver,n,1920 x 1080,13,,
5268,Dell XPS 9315 Laptop | Intel i7-1250U 1.1GHz | 32GB RAM 1TB SSD | Win 11 ,Dell,1.1,Dell XPS 9315,12th Gen Intel(R) Core(TM) i7-1250U 1.1GHz,32,1024,Silver,n,1920 x 1200,13,,
5269,Lenovo ThinkBook 13s-IWL Laptop | Intel i7-8565U 1.8GHz | 8GB RAM | 256GB SSD | Win 11,Lenovo,1.8,Lenovo ThinkBook 13s-IWL,Intel(R) Core(TM) i7-8565U CPU @ 1.80GHz,8,256,Silver,n,1920 x 1080,13,,
5270,Dell Latitude 7450 Laptop | Intel Core Ultra 7-165U 2.1GHz | 32GB RAM | 512GB SSD | Win 11,Dell,2.1,Dell Latitude 7450,Intel(R) Core(TM) Ultra 7-165U,32,512,Silver,y,1920 x 1200,14,,
5271,Lenovo ThinkPad P1 Gen 6 Laptop | Intel i7-13800H 2.5GHz | 64GB RAM | 1TB SSD | Win 11,Lenovo,2.5,Lenovo ThinkPad P1 Gen 6,13th Gen Intel(R) Core(TM) i7-13800H,64,1024,Black,n,1920 x 1200,16,,
5272,Lenovo Yoga 7 14ITL5 2-IN-1 Laptop | Intel i5 1135G7 2.42GHz | 8GB RAM | 256GB SSD | Win 11 - B Grade,Lenovo,2.4,Lenovo Yoga 7 14ITL5,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,8,256,Silver,y,1920 x 1080,14,,
5274,Cisco Identity Services Engine C220 3655 1x Intel Xeon Silver 4116 12C 96Gb RAM,Cisco,2.1,C220 3655,"Intel Xeon Silver 4116 @ 2.1GHz 12 Core/ 24 Threads, 3GHz Boost",96,300,,n,,0,,
5275,"Apple MacBook M2 Air 13"" 2022 A2681 Laptop | M2 Chip 16GB RAM | 512GB SSD | New Battery/Keyboard + Screen",Apple,3.5,A2681,Apple M2 chip,16,512,,n,,13,,MacBook Air
5276,"Apple MacBook M2 Air 13"" 2022 A2681 Laptop | M2 Chip 8GB RAM 256GB SSD | Starlight - New Screen",Apple,3.5,A2681,Apple M2 chip,8,256,,n,,13,,MacBook Air
5277,"Apple MacBook Air 13"" 2024 A3113 Laptop | M3 Chip 8GB RAM | 256GB SSD | New Screen",Apple,3.5,A3113,Apple M3 chip,8,256,,n,,13,,MacBook Air
5278,"Apple MacBook M2 Air 13"" 2022 A2681 Laptop | M2 Chip 24GB RAM | 512GB SSD | Midnight - New Screen",Apple,3.5,A2681,Apple M2 chip,24,512,,n,,13,,MacBook Air
5279,"Apple MacBook Pro 14"" 2023 A2779 | M2 Pro Chip 32GB RAM 1TB SSD | New Screen + Keyboard/Battery",Apple,3.5,A2779,Apple M2 Pro chip,32,1024,,n,,14,,MacBook Pro
5280,"Apple MacBook Air 15"" 2024 A3114 | M3 16GB RAM 256GB SSD | New Battery/Keyboard + Screen",Apple,3.5,A3114,Apple M3 chip,16,256,,n,,15,,MacBook Air
5281,"Apple MacBook Pro 16"" 2023 A2780 | M2 Pro Chip 16GB RAM 1TB SSD | Battery/Keyboard + Screen",Apple,3.5,A2780,Apple M2 Pro chip,16,1000,,y,,16,,MacBook Pro
5282,Microsoft Surface Laptop 5 Laptop | Intel i7-1265U 2.7GHz | 16GB RAM | 256GB SSD | Win 11,Microsoft,2.7,Microsoft Surface Laptop 5,12th Gen Intel(R) Core(TM) i7-1265U,16,256,Black,y,2256 x 1504,14,,
5283,"Alienware Area-51m Laptop | Intel i9 9900K 3.6GHz | Nvidia RTX2080 | 64GB RAM | 512GB, 512GB SSD | Win 11 - B Grade - UNIQUE",Alienware,3.6,Alienware Area-51m,Intel(R) Core(TM) i9-9900K CPU @ 3.60GHz,64,512512,Black,y,1920 x 1080,17,RTX2080 ,
5284,Dell XPS 9315 Laptop | Intel i7-1250U 1.1GHz | 32GB RAM | 1TB SSD | Win 11 - B Grade,Dell,1.1,Dell XPS 9315,12th Gen Intel(R) Core(TM) i7-1250U,32,1024,Silver,n,1920 x 1200,13,,
5285,Apple Mac mini 2023 A2686 | Apple M2 chip | 16GB RAM | 256GB SSD ,Apple,3.5,A2686,Apple M2 chip,16,256,,y,,0,,
5286,Microsoft Surface Laptop 3 Laptop | Intel i5-1035G7 1.2GHz | 16GB RAM | 256GB SSD | Cobalt Blue | Win 11,Microsoft,1.2,Microsoft Surface Laptop 3,Intel(R) Core(TM) i5-1035G7 CPU @ 1.20GHz,16,256,Blue,n,2256 x 1504,14,,
